parcel_id,farmer_name,season,year,total_rainfall_mm,rainy_days,avg_temperature_c,max_temperature_c,min_temperature_c,avg_humidity_percent,avg_wind_speed_kmph,solar_radiation_mj,evapotranspiration_mm,drought_risk
AP_ANP_00262,Vijayalakshmi,Summer,2025,81.5,14,32.8,36.7,29.0,27.0,5.3,16.8,156.9,
AP_ANP_00263,Nagarjuna Reddy,Kharif,2025,543.1,42,27.4,32.3,24.3,64.9,10.3,24.7,57.4,
AP_ANP_00263,Nagarjuna Reddy,Rabi,2025,21.3,11,18.9,20.9,11.3,56.1,4.6,27.2,170.7,
AP_ANP_00263,Nagarjuna Reddy,Summer,2025,65.9,21,36.1,40.4,31.1,36.7,16.4,26.5,50.9,
AP_ANP_00264,Venkat Ramaiah,Kharif,2025,378.0,20,28.2,35.4,22.4,61.9,14.4,25.8,139.1,
AP_ANP_00264,Venkat Ramaiah,Rabi,2025,55.6,31,27.6,32.1,19.7,51.3,6.0,15.9,123.0,
AP_ANP_00264,Venkat Ramaiah,Summer,2025,17.3,41,34.6,37.2,27.7,51.9,16.0,15.1,262.6,
AP_ANP_00265,Gopal Reddy,Kharif,2025,601.1,5,29.5,35.4,23.3,74.7,12.6,17.8,73.4,
AP_ANP_00265,Gopal Reddy,Rabi,2025,75.5,14,19.5,21.8,14.1,68.4,8.7,25.6,126.4,
AP_ANP_00265,Gopal Reddy,Summer,2025,59.3,16,36.5,41.9,29.9,20.2,5.0,16.1,270.6,
AP_ANP_00266,Bhavani S,Kharif,2025,258.0,9,31.5,34.1,26.7,69.2,16.3,23.5,153.4,
AP_ANP_00266,Bhavani S,Rabi,2025,58.1,34,22.5,30.3,14.9,55.3,16.1,19.6,222.8,
AP_ANP_00266,Bhavani S,Summer,2025,90.3,16,40.2,43.4,34.6,34.5,3.9,19.4,186.7,
AP_ANP_00267,Ravi Teja,Kharif,2025,424.4,25,31.5,33.7,28.3,79.8,11.0,28.8,258.7,
AP_ANP_00267,Ravi Teja,Rabi,2025,129.5,26,21.6,28.4,17.4,52.9,15.8,26.4,137.2,
AP_ANP_00267,Ravi Teja,Summer,2025,69.4,42,31.9,36.6,25.7,51.4,15.3,16.3,215.3,
AP_ANP_00268,Narasimha Rao,Kharif,2025,406.8,30,27.7,31.8,20.7,75.7,4.5,24.2,112.2,
AP_ANP_00268,Narasimha Rao,Rabi,2025,22.0,24,20.0,25.0,12.8,58.2,6.6,13.4,139.1,
AP_ANP_00268,Narasimha Rao,Summer,2025,74.8,10,36.6,42.8,32.2,48.6,4.1,25.2,204.2,
AP_ANP_00269,Anuradha V,Kharif,2025,251.2,37,24.1,29.6,18.6,79.3,9.7,27.1,116.2,
AP_ANP_00269,Anuradha V,Rabi,2025,78.3,13,24.5,30.0,19.5,59.9,3.3,28.8,69.6,
AP_ANP_00269,Anuradha V,Summer,2025,68.8,18,39.4,44.3,32.1,47.8,10.9,28.7,170.9,
AP_ANP_00270,Suresh Naidu,Kharif,2025,446.2,15,25.2,30.5,20.8,79.1,9.9,12.3,120.9,
AP_ANP_00270,Suresh Naidu,Rabi,2025,76.8,16,25.6,27.8,20.6,53.5,5.3,15.3,141.3,
AP_ANP_00270,Suresh Naidu,Summer,2025,43.2,43,37.5,44.3,35.2,22.6,16.8,27.7,192.8,
AP_ANP_00271,Ramesh Kumar,Kharif,2025,253.6,14,26.6,31.5,20.7,67.2,3.3,23.8,204.6,
AP_ANP_00271,Ramesh Kumar,Rabi,2025,60.3,29,19.0,23.7,16.7,42.7,7.6,17.8,259.6,
AP_ANP_00271,Ramesh Kumar,Summer,2025,65.4,13,33.3,36.5,25.5,53.9,12.2,16.7,66.7,
AP_ANP_00272,Subba Rao,Kharif,2025,261.3,40,26.4,32.7,23.1,81.4,4.6,24.4,89.6,
AP_ANP_00272,Subba Rao,Rabi,2025,122.4,40,21.7,27.9,16.3,49.8,16.6,14.2,183.5,
AP_ANP_00272,Subba Rao,Summer,2025,87.9,17,34.9,37.3,30.0,36.9,5.6,25.5,277.9,
AP_ANP_00273,Vijayalakshmi,Kharif,2025,471.7,23,29.3,35.7,22.1,77.9,12.4,24.0,81.6,
AP_ANP_00273,Vijayalakshmi,Rabi,2025,143.0,35,19.6,27.2,13.3,63.2,14.3,15.9,160.8,
AP_ANP_00273,Vijayalakshmi,Summer,2025,61.8,32,39.2,42.9,32.3,23.6,11.8,21.2,129.6,
AP_ANP_00274,Nagarjuna Reddy,Kharif,2025,542.4,39,26.9,31.4,21.1,77.1,13.5,24.8,63.0,
AP_ANP_00274,Nagarjuna Reddy,Rabi,2025,131.8,25,23.5,30.9,16.6,47.9,8.2,26.5,139.1,
AP_ANP_00274,Nagarjuna Reddy,Summer,2025,10.1,19,41.5,44.8,36.5,42.8,6.5,19.4,245.0,
AP_ANP_00275,Venkat Ramaiah,Kharif,2025,558.5,3,26.3,30.6,21.3,82.7,12.1,22.1,171.6,
AP_ANP_00275,Venkat Ramaiah,Rabi,2025,85.6,5,20.1,22.9,13.5,64.4,17.0,29.1,142.3,
AP_ANP_00275,Venkat Ramaiah,Summer,2025,13.6,42,36.2,40.0,31.3,23.9,9.6,25.7,155.1,
AP_ANP_00276,Gopal Reddy,Kharif,2025,627.4,41,33.0,40.1,26.3,81.2,4.6,13.9,75.3,
AP_ANP_00276,Gopal Reddy,Rabi,2025,21.5,14,24.6,27.4,20.8,69.2,16.4,29.5,264.8,
AP_ANP_00276,Gopal Reddy,Summer,2025,11.0,17,41.4,43.8,34.8,34.8,7.3,28.0,142.0,
AP_ANP_00277,Bhavani S,Kharif,2025,307.1,26,31.0,35.6,24.1,59.9,16.6,14.2,183.0,
AP_ANP_00277,Bhavani S,Rabi,2025,57.0,16,18.6,21.6,11.7,60.1,15.8,28.5,116.3,
AP_ANP_00277,Bhavani S,Summer,2025,90.4,37,33.8,41.7,25.9,39.3,16.9,26.1,131.4,
AP_ANP_00278,Ravi Teja,Kharif,2025,576.8,32,28.1,30.6,25.0,64.8,8.8,20.7,138.7,
AP_ANP_00278,Ravi Teja,Rabi,2025,61.7,8,29.6,31.8,27.2,59.2,12.9,19.8,240.9,
AP_ANP_00278,Ravi Teja,Summer,2025,99.3,14,37.9,40.7,32.2,21.8,6.1,21.1,186.2,
AP_ANP_00279,Narasimha Rao,Kharif,2025,363.4,6,33.5,41.3,28.2,80.3,4.0,23.6,196.9,
AP_ANP_00279,Narasimha Rao,Rabi,2025,136.5,3,25.8,32.6,20.0,50.5,7.4,18.7,217.5,
AP_ANP_00279,Narasimha Rao,Summer,2025,7.2,5,33.1,37.5,30.2,45.0,9.6,25.9,116.0,
AP_ANP_00280,Lakshmi Reddy,Kharif,2025,252.2,17,30.7,36.6,26.0,84.2,17.2,16.4,183.0,
AP_ANP_00280,Lakshmi Reddy,Rabi,2025,82.7,28,26.4,32.9,20.4,42.0,6.5,13.8,194.0,
AP_ANP_00280,Lakshmi Reddy,Summer,2025,55.4,22,32.3,35.7,30.0,22.0,7.0,23.8,183.4,
AP_ANP_00281,Suresh Naidu,Kharif,2025,627.6,18,28.0,33.1,24.4,75.8,9.8,20.5,226.7,
AP_ANP_00281,Suresh Naidu,Rabi,2025,142.3,5,22.0,25.0,14.1,41.3,4.1,24.2,94.0,
AP_ANP_00281,Suresh Naidu,Summer,2025,71.7,29,38.5,43.2,33.3,28.2,15.7,20.6,143.3,
AP_ANP_00282,Ramesh Kumar,Kharif,2025,447.3,17,29.8,36.0,24.7,60.7,7.5,19.6,124.6,
AP_ANP_00282,Ramesh Kumar,Rabi,2025,54.2,14,20.0,25.5,17.5,50.9,9.5,15.1,296.8,
AP_ANP_00282,Ramesh Kumar,Summer,2025,56.1,34,38.2,45.6,36.1,31.4,8.2,25.0,70.0,
AP_ANP_00283,Subba Rao,Kharif,2025,323.3,44,29.9,36.8,27.1,71.8,3.3,24.4,125.3,
AP_ANP_00283,Subba Rao,Rabi,2025,101.4,6,19.8,25.3,14.7,54.1,10.4,18.0,67.8,
AP_ANP_00283,Subba Rao,Summer,2025,9.0,2,35.2,42.2,30.3,32.5,11.2,17.5,95.5,
AP_ANP_00284,Vijayalakshmi,Kharif,2025,284.4,6,31.1,34.2,25.2,60.9,5.2,22.0,181.8,
AP_ANP_00284,Vijayalakshmi,Rabi,2025,115.4,24,18.7,22.4,13.9,66.6,5.9,15.8,55.8,
AP_ANP_00284,Vijayalakshmi,Summer,2025,89.7,34,32.5,34.7,25.0,28.0,14.6,20.1,238.4,
AP_ANP_00285,Nagarjuna Reddy,Kharif,2025,632.3,42,31.7,35.2,25.8,80.3,4.7,21.7,159.3,
AP_ANP_00285,Nagarjuna Reddy,Rabi,2025,54.8,4,25.2,29.6,21.8,66.1,6.9,20.6,141.8,
AP_ANP_00285,Nagarjuna Reddy,Summer,2025,91.4,14,34.4,41.6,27.4,33.1,15.5,24.6,122.9,
AP_ANP_00286,Venkat Ramaiah,Kharif,2025,384.5,34,27.1,32.1,21.1,55.6,3.2,27.7,161.7,
AP_ANP_00286,Venkat Ramaiah,Rabi,2025,64.6,24,19.7,26.0,16.2,53.2,16.2,26.6,289.5,
AP_ANP_00286,Venkat Ramaiah,Summer,2025,88.4,24,41.2,46.6,34.0,50.1,4.2,13.3,262.6,
AP_ANP_00287,Gopal Reddy,Kharif,2025,335.1,35,30.7,38.5,27.0,71.3,14.9,16.1,220.4,
AP_ANP_00287,Gopal Reddy,Rabi,2025,53.0,9,28.6,35.6,20.6,56.8,3.3,14.0,202.4,
AP_ANP_00287,Gopal Reddy,Summer,2025,82.1,43,33.4,40.1,29.5,28.4,13.8,23.8,289.8,
AP_ANP_00288,Bhavani S,Kharif,2025,622.4,25,31.9,39.0,27.3,76.7,7.1,18.9,259.0,
AP_ANP_00288,Bhavani S,Rabi,2025,39.3,22,23.5,30.2,19.4,54.8,9.1,19.1,98.0,
AP_ANP_00288,Bhavani S,Summer,2025,6.1,43,37.1,44.9,32.3,54.6,6.6,29.0,200.9,
AP_ANP_00289,Ravi Teja,Kharif,2025,292.1,9,29.7,34.9,26.2,70.0,13.1,21.8,108.3,
AP_ANP_00289,Ravi Teja,Rabi,2025,94.6,38,27.9,30.6,21.6,40.9,10.5,28.1,280.0,
AP_ANP_00289,Ravi Teja,Summer,2025,5.5,20,39.8,47.5,34.1,21.3,13.6,17.4,153.0,
AP_ANP_00290,Venkatesh Rao,Kharif,2025,339.5,34,33.3,39.3,28.9,69.6,3.0,14.2,183.6,
AP_ANP_00290,Venkatesh Rao,Rabi,2025,107.8,34,23.0,25.4,19.8,61.9,15.6,25.0,273.7,
AP_ANP_00290,Venkatesh Rao,Summer,2025,11.8,4,41.9,45.3,35.5,27.3,7.6,15.2,246.6,
AP_ANP_00291,Lakshmi Reddy,Kharif,2025,375.0,40,33.1,36.2,27.4,80.2,8.0,15.8,128.3,
AP_ANP_00291,Lakshmi Reddy,Rabi,2025,43.2,17,28.8,33.5,24.9,51.9,14.2,29.5,159.5,
AP_ANP_00291,Lakshmi Reddy,Summer,2025,86.1,36,36.8,40.9,30.7,25.5,8.6,14.6,151.5,
AP_ANP_00292,Suresh Naidu,Kharif,2025,295.1,35,29.8,37.1,22.8,56.2,16.2,28.6,76.1,
AP_ANP_00292,Suresh Naidu,Rabi,2025,36.7,14,24.7,28.7,20.1,66.8,6.9,15.0,222.3,
AP_ANP_00292,Suresh Naidu,Summer,2025,51.5,3,32.4,39.1,30.3,31.2,16.4,22.2,253.0,
AP_ANP_00293,Ramesh Kumar,Kharif,2025,573.2,32,25.9,30.8,20.0,58.3,3.6,23.2,244.5,
AP_ANP_00293,Ramesh Kumar,Rabi,2025,85.0,17,22.3,28.7,15.3,48.3,9.2,25.8,93.7,
AP_ANP_00293,Ramesh Kumar,Summer,2025,32.2,37,41.7,47.2,35.2,54.5,17.5,13.3,63.4,
AP_ANP_00294,Subba Rao,Kharif,2025,625.0,41,29.3,35.7,24.3,73.4,7.1,15.0,205.2,
AP_ANP_00294,Subba Rao,Rabi,2025,113.5,32,24.8,28.3,19.2,62.2,17.0,24.2,153.6,
AP_ANP_00294,Subba Rao,Summer,2025,69.0,34,34.1,36.7,31.9,29.7,11.4,24.5,248.9,
AP_ANP_00295,Vijayalakshmi,Kharif,2025,386.1,32,24.1,31.1,21.9,69.4,8.5,16.3,161.8,
AP_ANP_00295,Vijayalakshmi,Rabi,2025,29.4,27,29.4,32.3,23.6,46.7,3.8,19.3,94.4,
AP_ANP_00295,Vijayalakshmi,Summer,2025,11.0,39,36.8,39.4,32.3,52.5,17.0,21.8,181.9,
AP_ANP_00296,Nagarjuna Reddy,Kharif,2025,306.5,17,24.0,31.2,18.6,79.3,10.7,25.1,195.0,
AP_ANP_00296,Nagarjuna Reddy,Rabi,2025,41.1,32,26.1,29.9,21.3,44.0,12.0,15.1,235.4,
AP_ANP_00296,Nagarjuna Reddy,Summer,2025,30.3,10,37.9,44.8,30.6,25.5,10.8,22.2,217.4,
AP_ANP_00297,Venkat Ramaiah,Kharif,2025,634.6,17,30.0,35.7,27.5,71.8,8.9,24.8,214.9,
AP_ANP_00297,Venkat Ramaiah,Rabi,2025,101.2,14,21.4,27.7,16.4,51.3,13.6,16.5,131.1,
AP_ANP_00297,Venkat Ramaiah,Summer,2025,33.4,8,30.3,36.8,25.7,31.9,17.0,23.4,122.1,
AP_ANP_00298,Gopal Reddy,Kharif,2025,505.4,24,26.9,31.0,19.4,63.8,3.4,22.5,187.2,
AP_ANP_00298,Gopal Reddy,Rabi,2025,48.5,42,23.1,25.1,15.5,59.6,5.5,16.2,115.9,
AP_ANP_00298,Gopal Reddy,Summer,2025,3.8,14,31.5,35.4,27.2,54.5,17.9,16.5,176.6,
AP_ANP_00299,Bhavani S,Kharif,2025,587.8,19,26.4,31.0,23.0,67.5,10.7,16.6,285.1,
AP_ANP_00299,Bhavani S,Rabi,2025,137.8,18,24.8,30.0,18.5,50.6,11.4,27.4,282.4,
AP_ANP_00299,Bhavani S,Summer,2025,18.4,33,35.2,38.0,28.3,33.7,3.5,21.5,215.5,
AP_ANP_00300,Ravi Teja,Kharif,2025,333.0,15,33.1,37.6,29.7,80.2,13.9,14.4,220.1,
AP_ANP_00300,Ravi Teja,Rabi,2025,129.5,19,20.7,23.4,18.6,66.0,7.5,24.6,247.6,
AP_ANP_00300,Ravi Teja,Summer,2025,29.6,14,35.9,41.9,28.6,34.7,9.1,17.2,53.6,
AP_ANP_00301,Narasimha Rao,Kharif,2025,479.9,11,28.0,32.6,20.1,66.2,7.5,22.8,244.1,
AP_ANP_00301,Narasimha Rao,Rabi,2025,117.4,16,21.9,27.2,16.0,58.3,8.8,23.7,61.2,
AP_ANP_00301,Narasimha Rao,Summer,2025,5.4,29,35.5,40.9,30.5,39.2,14.0,18.9,286.2,
AP_ANP_00302,Anuradha V,Kharif,2025,442.7,28,29.7,36.5,25.1,79.8,10.4,27.3,226.5,
AP_ANP_00302,Anuradha V,Rabi,2025,83.8,43,21.1,25.0,14.4,66.5,14.4,20.6,61.2,
AP_ANP_00302,Anuradha V,Summer,2025,31.0,29,33.5,38.5,26.2,48.4,9.2,21.7,62.3,
AP_ANP_00303,Krishna Murthy,Kharif,2025,250.9,24,26.4,31.2,20.5,75.4,4.6,19.9,293.0,
AP_ANP_00303,Krishna Murthy,Rabi,2025,24.9,4,21.8,28.9,14.6,49.4,14.6,15.0,255.5,
AP_ANP_00303,Krishna Murthy,Summer,2025,76.9,7,37.2,41.9,34.5,31.8,8.3,30.0,272.2,
AP_ANP_00304,Padma Kumari,Kharif,2025,269.3,42,29.6,32.6,25.3,74.4,5.1,23.2,232.2,
AP_ANP_00304,Padma Kumari,Rabi,2025,141.1,8,21.3,23.8,15.1,68.5,14.8,26.9,278.4,
AP_ANP_00304,Padma Kumari,Summer,2025,88.0,8,42.0,47.5,38.4,28.5,17.7,28.2,82.1,
AP_ANP_00305,Srinivas Reddy,Kharif,2025,260.5,20,30.9,38.3,23.0,73.1,12.6,14.9,276.5,
AP_ANP_00305,Srinivas Reddy,Rabi,2025,87.1,42,19.8,26.2,13.5,67.7,6.0,15.8,222.1,
AP_ANP_00305,Srinivas Reddy,Summer,2025,22.0,30,35.3,40.0,28.5,47.4,15.6,23.8,107.1,
AP_ANP_00306,Venkatesh Rao,Kharif,2025,359.6,35,27.1,32.9,23.5,58.5,7.4,24.7,233.9,
AP_ANP_00306,Venkatesh Rao,Rabi,2025,59.5,24,22.1,26.3,15.6,69.7,6.9,24.5,59.9,
AP_ANP_00306,Venkatesh Rao,Summer,2025,83.9,36,35.4,40.5,31.0,42.3,7.5,26.5,118.0,
AP_ANP_00307,Lakshmi Reddy,Kharif,2025,539.2,33,26.1,32.9,21.6,62.5,6.5,19.3,256.6,
AP_ANP_00307,Lakshmi Reddy,Rabi,2025,49.6,19,24.3,28.6,17.5,64.2,16.1,27.3,244.3,
AP_ANP_00307,Lakshmi Reddy,Summer,2025,26.9,8,39.7,47.6,36.1,38.7,3.6,24.7,162.7,
AP_ANP_00308,Suresh Naidu,Kharif,2025,290.3,9,31.1,37.4,26.5,55.9,4.7,24.7,277.9,
AP_ANP_00308,Suresh Naidu,Rabi,2025,104.8,9,27.3,30.7,22.4,50.8,11.3,23.4,114.3,
AP_ANP_00308,Suresh Naidu,Summer,2025,94.9,42,32.0,34.1,28.6,53.8,15.3,15.8,110.2,
AP_ANP_00309,Ramesh Kumar,Kharif,2025,302.0,24,31.2,34.9,25.9,57.1,14.0,21.6,282.8,
AP_ANP_00309,Ramesh Kumar,Rabi,2025,143.7,37,22.3,29.7,17.6,63.3,11.0,19.5,262.6,
AP_ANP_00309,Ramesh Kumar,Summer,2025,23.0,30,32.9,40.8,27.7,33.0,16.6,13.5,97.8,
AP_ANP_00310,Bhavani S,Kharif,2025,426.3,13,29.8,34.1,27.5,79.5,15.0,22.9,99.6,
AP_ANP_00310,Bhavani S,Rabi,2025,84.3,15,26.9,29.7,20.2,63.1,3.3,20.7,132.8,
AP_ANP_00310,Bhavani S,Summer,2025,74.0,26,33.8,40.6,25.9,48.9,13.2,29.7,57.2,
AP_ANP_00311,Ravi Teja,Kharif,2025,385.3,37,25.1,28.5,18.4,62.9,12.1,29.5,143.4,
AP_ANP_00311,Ravi Teja,Rabi,2025,108.6,10,18.8,24.9,14.4,51.9,16.1,19.5,150.7,
AP_ANP_00311,Ravi Teja,Summer,2025,3.6,7,36.6,40.4,29.1,44.8,7.8,16.5,183.6,
AP_ANP_00312,Narasimha Rao,Kharif,2025,579.5,36,25.0,31.3,20.7,83.3,9.0,26.1,290.7,
AP_ANP_00312,Narasimha Rao,Rabi,2025,36.5,31,23.0,27.2,20.7,54.4,13.3,19.9,98.7,
AP_ANP_00312,Narasimha Rao,Summer,2025,81.6,7,39.6,47.5,36.4,37.0,5.0,13.0,267.1,
AP_ANP_00313,Anuradha V,Kharif,2025,367.9,11,24.0,27.7,21.1,61.7,6.6,28.9,180.0,
AP_ANP_00313,Anuradha V,Rabi,2025,67.4,38,28.5,31.2,25.1,51.8,8.3,25.6,195.6,
AP_ANP_00313,Anuradha V,Summer,2025,68.9,36,36.8,44.4,34.1,43.9,9.1,25.9,158.8,
AP_ANP_00314,Krishna Murthy,Kharif,2025,628.7,21,28.7,36.6,21.1,81.2,16.5,25.2,141.7,
AP_ANP_00314,Krishna Murthy,Rabi,2025,33.8,22,26.3,32.7,19.1,69.4,5.9,13.8,274.4,
AP_ANP_00314,Krishna Murthy,Summer,2025,35.0,16,36.6,42.1,31.4,32.6,6.0,20.1,249.2,
AP_ANP_00315,Padma Kumari,Kharif,2025,486.2,6,25.0,27.6,22.7,71.4,3.1,17.9,215.1,
AP_ANP_00315,Padma Kumari,Rabi,2025,115.0,4,23.4,26.7,17.9,60.5,16.7,26.4,280.4,
AP_ANP_00315,Padma Kumari,Summer,2025,97.9,34,30.1,38.1,27.5,41.8,5.7,14.3,131.9,
AP_ANP_00316,Srinivas Reddy,Kharif,2025,334.1,13,29.0,31.1,22.1,69.3,3.2,23.8,141.3,
AP_ANP_00316,Srinivas Reddy,Rabi,2025,99.5,15,26.4,31.4,23.6,50.3,16.3,23.7,90.9,
AP_ANP_00316,Srinivas Reddy,Summer,2025,3.4,35,31.7,35.7,23.8,41.3,16.1,17.9,196.9,
AP_ANP_00317,Venkatesh Rao,Kharif,2025,588.9,14,28.4,35.8,23.7,55.5,9.6,26.1,73.3,
AP_ANP_00317,Venkatesh Rao,Rabi,2025,87.7,41,28.0,34.2,24.8,64.9,3.3,20.6,178.4,
AP_ANP_00317,Venkatesh Rao,Summer,2025,24.0,23,31.5,34.6,27.5,40.5,9.3,21.2,169.2,
AP_ANP_00318,Lakshmi Reddy,Kharif,2025,358.3,24,24.3,28.6,21.8,73.2,5.6,13.1,76.3,
AP_ANP_00318,Lakshmi Reddy,Rabi,2025,44.0,38,22.1,24.5,15.1,56.3,4.9,28.3,266.1,
AP_ANP_00318,Lakshmi Reddy,Summer,2025,46.5,15,38.9,41.7,33.5,41.7,9.0,17.1,92.5,
AP_ANP_00319,Suresh Naidu,Kharif,2025,384.1,28,30.1,32.3,28.0,72.3,16.2,12.8,232.8,
AP_ANP_00319,Suresh Naidu,Rabi,2025,133.4,17,19.2,21.5,12.1,53.1,11.2,15.6,129.3,
AP_ANP_00319,Suresh Naidu,Summer,2025,28.2,26,36.4,44.4,29.3,21.8,8.4,12.2,206.5,
AP_ANP_00320,Gopal Reddy,Kharif,2025,531.6,18,30.5,36.2,27.8,84.0,5.3,19.9,149.2,
AP_ANP_00320,Gopal Reddy,Rabi,2025,116.7,43,25.0,28.7,20.0,51.6,5.4,18.1,131.0,
AP_ANP_00320,Gopal Reddy,Summer,2025,58.7,32,30.8,35.7,22.9,49.0,8.0,22.7,72.5,
AP_ANP_00321,Bhavani S,Kharif,2025,492.4,37,24.9,28.0,22.5,83.8,11.7,18.4,118.9,
AP_ANP_00321,Bhavani S,Rabi,2025,124.9,27,22.4,26.5,15.4,49.5,15.8,19.6,66.6,
AP_ANP_00321,Bhavani S,Summer,2025,0.2,36,36.3,41.0,33.5,32.0,3.7,26.0,192.7,
AP_ANP_00322,Ravi Teja,Kharif,2025,554.3,15,25.5,31.3,18.1,72.2,9.3,26.1,117.1,
AP_ANP_00322,Ravi Teja,Rabi,2025,110.7,14,18.0,21.2,12.5,66.1,4.0,27.5,290.4,
AP_ANP_00322,Ravi Teja,Summer,2025,24.7,28,35.4,41.4,33.0,20.8,14.2,13.0,185.7,
AP_ANP_00323,Narasimha Rao,Kharif,2025,354.0,15,29.9,37.1,27.2,62.8,14.8,24.1,78.8,
AP_ANP_00323,Narasimha Rao,Rabi,2025,110.3,16,23.3,29.2,19.0,68.3,17.4,17.9,290.5,
AP_ANP_00323,Narasimha Rao,Summer,2025,90.1,31,33.2,35.8,29.3,48.1,12.2,29.4,73.9,
AP_ANP_00324,Anuradha V,Kharif,2025,259.0,41,24.6,30.9,18.5,56.6,10.8,26.1,88.9,
AP_ANP_00324,Anuradha V,Rabi,2025,71.0,25,23.9,31.5,17.6,43.3,14.5,13.6,178.5,
AP_ANP_00324,Anuradha V,Summer,2025,23.2,41,32.2,39.6,24.6,48.4,16.0,17.2,133.3,
AP_ANP_00325,Krishna Murthy,Kharif,2025,420.6,4,25.4,29.9,21.5,55.7,7.2,29.5,88.3,
AP_ANP_00325,Krishna Murthy,Rabi,2025,115.3,23,18.0,25.8,10.5,57.9,16.3,20.1,264.3,
AP_ANP_00325,Krishna Murthy,Summer,2025,4.8,22,31.8,39.3,27.1,34.5,15.7,20.1,156.1,
AP_ANP_00326,Padma Kumari,Kharif,2025,312.7,9,28.3,33.0,21.6,71.1,13.2,23.4,277.4,
AP_ANP_00326,Padma Kumari,Rabi,2025,22.3,43,24.7,28.6,21.9,63.6,16.3,20.5,269.5,
AP_ANP_00326,Padma Kumari,Summer,2025,58.6,44,38.1,43.7,34.1,48.1,15.2,26.4,261.4,
AP_ANP_00327,Srinivas Reddy,Kharif,2025,296.2,44,33.7,39.6,29.2,83.8,9.1,24.2,66.8,
AP_ANP_00327,Srinivas Reddy,Rabi,2025,97.2,10,27.3,33.2,20.0,64.8,10.3,21.8,279.8,
AP_ANP_00327,Srinivas Reddy,Summer,2025,90.0,17,35.4,40.1,32.4,29.6,6.0,17.1,299.8,
AP_ANP_00328,Venkatesh Rao,Kharif,2025,357.2,10,27.3,29.7,23.7,74.8,14.5,27.9,105.4,
AP_ANP_00328,Venkatesh Rao,Rabi,2025,80.3,42,23.6,30.4,18.4,66.2,7.6,14.6,234.2,
AP_ANP_00328,Venkatesh Rao,Summer,2025,60.1,12,37.9,43.1,33.8,20.3,10.8,23.8,154.6,
AP_ANP_00329,Lakshmi Reddy,Kharif,2025,535.7,26,32.6,37.0,26.5,59.6,6.7,23.5,269.4,
AP_ANP_00329,Lakshmi Reddy,Rabi,2025,74.4,20,28.9,32.3,21.2,69.8,17.4,13.8,53.7,
AP_ANP_00329,Lakshmi Reddy,Summer,2025,16.1,4,42.0,49.1,39.9,26.3,12.1,17.0,265.6,
AP_ANP_00330,Venkat Ramaiah,Kharif,2025,363.4,23,30.9,38.3,25.6,75.2,17.7,26.6,188.9,
AP_ANP_00330,Venkat Ramaiah,Rabi,2025,143.1,27,24.1,31.1,19.5,66.6,7.1,16.8,184.0,
AP_ANP_00330,Venkat Ramaiah,Summer,2025,44.9,13,35.3,41.2,28.7,23.2,17.4,21.0,78.0,
AP_ANP_00331,Gopal Reddy,Kharif,2025,426.3,27,28.8,31.7,21.5,81.9,9.5,19.4,58.9,
AP_ANP_00331,Gopal Reddy,Rabi,2025,84.7,39,24.7,27.7,18.8,56.8,3.4,13.1,105.3,
AP_ANP_00331,Gopal Reddy,Summer,2025,51.2,17,36.6,41.6,31.0,21.2,5.2,19.2,276.1,
AP_ANP_00332,Bhavani S,Kharif,2025,649.6,18,33.9,37.9,28.4,81.5,7.7,13.6,105.7,
AP_ANP_00332,Bhavani S,Rabi,2025,44.4,13,23.1,25.2,19.3,59.7,3.1,18.8,65.8,
AP_ANP_00332,Bhavani S,Summer,2025,91.4,42,35.0,42.0,31.1,36.1,6.6,16.7,176.1,
AP_ANP_00333,Ravi Teja,Kharif,2025,547.6,41,29.0,34.8,24.0,57.0,13.8,27.0,235.7,
AP_ANP_00333,Ravi Teja,Rabi,2025,130.1,29,18.8,26.1,13.8,40.9,7.7,25.6,105.0,
AP_ANP_00333,Ravi Teja,Summer,2025,38.9,25,40.4,44.5,36.7,45.4,5.6,25.4,113.0,
AP_ANP_00334,Narasimha Rao,Kharif,2025,431.7,29,27.9,32.6,25.2,84.5,9.4,17.2,90.1,
AP_ANP_00334,Narasimha Rao,Rabi,2025,56.7,13,20.8,25.8,17.9,62.0,4.6,14.2,75.3,
AP_ANP_00334,Narasimha Rao,Summer,2025,61.0,15,32.4,39.4,28.2,28.8,6.2,18.9,234.9,
AP_ANP_00335,Anuradha V,Kharif,2025,417.1,31,31.4,36.5,24.0,58.4,5.5,26.5,248.0,
AP_ANP_00335,Anuradha V,Rabi,2025,36.5,22,22.8,29.9,17.9,45.1,3.6,21.6,226.2,
AP_ANP_00335,Anuradha V,Summer,2025,33.9,15,31.3,35.3,28.4,29.7,15.9,17.6,214.7,
AP_ANP_00336,Krishna Murthy,Kharif,2025,476.6,36,28.7,31.8,26.0,69.9,8.1,29.4,177.3,
AP_ANP_00336,Krishna Murthy,Rabi,2025,101.6,3,22.3,27.3,17.4,49.7,5.4,25.8,173.2,
AP_ANP_00336,Krishna Murthy,Summer,2025,33.9,9,31.8,38.8,27.3,39.3,14.5,12.7,80.7,
AP_ANP_00337,Padma Kumari,Kharif,2025,331.2,15,28.0,33.7,24.2,80.4,4.3,25.7,128.5,
AP_ANP_00337,Padma Kumari,Rabi,2025,79.7,7,20.8,23.6,18.4,58.8,16.2,17.4,212.6,
