parcel_id,farmer_name,season,year,soil_type,soil_texture,soil_depth_cm,pH,organic_carbon,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,sulphur_ppm,zinc_ppm,electrical_conductivity,drainage_class,soil_fertility_score
AP_ANP_00387,Bhavani S,Summer,2025,Red Loamy Soil,Sandy,82,7.6,0.46,171,43,330,7.78,2.05,1.76,Good,
AP_ANP_00388,Ravi Teja,Kharif,2025,Red Sandy Loam,Loamy,121,6.11,0.86,224,44,377,21.78,1.03,0.25,Moderate,
AP_ANP_00388,Ravi Teja,Rabi,2025,Red Sandy Loam,Loamy,121,6.11,0.86,224,44,377,21.78,1.03,0.25,Moderate,
AP_ANP_00388,Ravi Teja,Summer,2025,Red Sandy Loam,Loamy,121,6.11,0.86,224,44,377,21.78,1.03,0.25,Moderate,
AP_ANP_00389,Narasimha Rao,Kharif,2025,Red Loamy Soil,Clay,46,6.29,0.37,308,42,288,20.95,2.96,1.56,Good,
AP_ANP_00389,Narasimha Rao,Rabi,2025,Red Loamy Soil,Clay,46,6.29,0.37,308,42,288,20.95,2.96,1.56,Good,
AP_ANP_00389,Narasimha Rao,Summer,2025,Red Loamy Soil,Clay,46,6.29,0.37,308,42,288,20.95,2.96,1.56,Good,
AP_ANP_00390,Lakshmi Reddy,Kharif,2025,Red Loamy Soil,Loamy,105,6.83,0.76,293,23,344,15.74,1.05,0.35,Poor,
AP_ANP_00390,Lakshmi Reddy,Rabi,2025,Red Loamy Soil,Loamy,105,6.83,0.76,293,23,344,15.74,1.05,0.35,Poor,
AP_ANP_00390,Lakshmi Reddy,Summer,2025,Red Loamy Soil,Loamy,105,6.83,0.76,293,23,344,15.74,1.05,0.35,Poor,
AP_ANP_00391,Suresh Naidu,Kharif,2025,Red Loamy Soil,Clay,89,6.63,0.67,352,35,146,10.26,2.37,0.58,Good,
AP_ANP_00391,Suresh Naidu,Rabi,2025,Red Loamy Soil,Clay,89,6.63,0.67,352,35,146,10.26,2.37,0.58,Good,
AP_ANP_00391,Suresh Naidu,Summer,2025,Red Loamy Soil,Clay,89,6.63,0.67,352,35,146,10.26,2.37,0.58,Good,
AP_ANP_00392,Ramesh Kumar,Kharif,2025,Sandy Loam,Loamy,82,8.41,0.34,344,49,382,19.86,1.93,1.4,Moderate,
AP_ANP_00392,Ramesh Kumar,Rabi,2025,Sandy Loam,Loamy,82,8.41,0.34,344,49,382,19.86,1.93,1.4,Moderate,
AP_ANP_00392,Ramesh Kumar,Summer,2025,Sandy Loam,Loamy,82,8.41,0.34,344,49,382,19.86,1.93,1.4,Moderate,
AP_ANP_00393,Subba Rao,Kharif,2025,Black Cotton Soil,Loamy,67,7.92,0.43,337,49,395,13.1,2.09,1.34,Good,
AP_ANP_00393,Subba Rao,Rabi,2025,Black Cotton Soil,Loamy,67,7.92,0.43,337,49,395,13.1,2.09,1.34,Good,
AP_ANP_00393,Subba Rao,Summer,2025,Black Cotton Soil,Loamy,67,7.92,0.43,337,49,395,13.1,2.09,1.34,Good,
AP_ANP_00394,Vijayalakshmi,Kharif,2025,Clay Loam,Loamy,96,8.12,0.24,190,23,261,9.59,1.9,0.88,Poor,
AP_ANP_00394,Vijayalakshmi,Rabi,2025,Clay Loam,Loamy,96,8.12,0.24,190,23,261,9.59,1.9,0.88,Poor,
AP_ANP_00394,Vijayalakshmi,Summer,2025,Clay Loam,Loamy,96,8.12,0.24,190,23,261,9.59,1.9,0.88,Poor,
AP_ANP_00395,Nagarjuna Reddy,Kharif,2025,Red Loamy Soil,Sandy,49,6.2,0.46,169,46,159,24.44,2.12,1.48,Moderate,
AP_ANP_00395,Nagarjuna Reddy,Rabi,2025,Red Loamy Soil,Sandy,49,6.2,0.46,169,46,159,24.44,2.12,1.48,Moderate,
AP_ANP_00395,Nagarjuna Reddy,Summer,2025,Red Loamy Soil,Sandy,49,6.2,0.46,169,46,159,24.44,2.12,1.48,Moderate,
AP_ANP_00396,Venkat Ramaiah,Kharif,2025,Red Loamy Soil,Clay,96,8.41,0.25,161,44,255,9.15,0.37,0.79,Moderate,
AP_ANP_00396,Venkat Ramaiah,Rabi,2025,Red Loamy Soil,Clay,96,8.41,0.25,161,44,255,9.15,0.37,0.79,Moderate,
AP_ANP_00396,Venkat Ramaiah,Summer,2025,Red Loamy Soil,Clay,96,8.41,0.25,161,44,255,9.15,0.37,0.79,Moderate,
AP_ANP_00397,Gopal Reddy,Kharif,2025,Clay Loam,Loamy,127,6.85,1.12,225,29,135,29.79,2.26,1.59,Poor,
AP_ANP_00397,Gopal Reddy,Rabi,2025,Clay Loam,Loamy,127,6.85,1.12,225,29,135,29.79,2.26,1.59,Poor,
AP_ANP_00397,Gopal Reddy,Summer,2025,Clay Loam,Loamy,127,6.85,1.12,225,29,135,29.79,2.26,1.59,Poor,
AP_ANP_00398,Bhavani S,Kharif,2025,Red Sandy Loam,Sandy,84,7.7,1.15,344,30,222,7.04,2.8,0.72,Good,
AP_ANP_00398,Bhavani S,Rabi,2025,Red Sandy Loam,Sandy,84,7.7,1.15,344,30,222,7.04,2.8,0.72,Good,
AP_ANP_00398,Bhavani S,Summer,2025,Red Sandy Loam,Sandy,84,7.7,1.15,344,30,222,7.04,2.8,0.72,Good,
AP_ANP_00399,Ravi Teja,Kharif,2025,Black Cotton Soil,Sandy,148,8.09,0.33,195,39,114,7.36,2.55,1.84,Moderate,
AP_ANP_00399,Ravi Teja,Rabi,2025,Black Cotton Soil,Sandy,148,8.09,0.33,195,39,114,7.36,2.55,1.84,Moderate,
AP_ANP_00399,Ravi Teja,Summer,2025,Black Cotton Soil,Sandy,148,8.09,0.33,195,39,114,7.36,2.55,1.84,Moderate,
AP_ANP_00400,Narasimha Rao,Kharif,2025,Clay Loam,Clay,155,7.61,0.49,355,22,142,5.0,2.22,0.78,Good,
AP_ANP_00400,Narasimha Rao,Rabi,2025,Clay Loam,Clay,155,7.61,0.49,355,22,142,5.0,2.22,0.78,Good,
AP_ANP_00400,Narasimha Rao,Summer,2025,Clay Loam,Clay,155,7.61,0.49,355,22,142,5.0,2.22,0.78,Good,
AP_ANP_00401,Anuradha V,Kharif,2025,Clay Loam,Clay,123,7.41,0.71,219,32,194,14.5,1.94,0.84,Poor,
AP_ANP_00401,Anuradha V,Rabi,2025,Clay Loam,Clay,123,7.41,0.71,219,32,194,14.5,1.94,0.84,Poor,
AP_ANP_00401,Anuradha V,Summer,2025,Clay Loam,Clay,123,7.41,0.71,219,32,194,14.5,1.94,0.84,Poor,
AP_ANP_00402,Krishna Murthy,Kharif,2025,Red Sandy Loam,Clay,135,6.44,1.19,237,18,153,26.84,2.99,1.21,Poor,
AP_ANP_00402,Krishna Murthy,Rabi,2025,Red Sandy Loam,Clay,135,6.44,1.19,237,18,153,26.84,2.99,1.21,Poor,
AP_ANP_00402,Krishna Murthy,Summer,2025,Red Sandy Loam,Clay,135,6.44,1.19,237,18,153,26.84,2.99,1.21,Poor,
AP_ANP_00403,Padma Kumari,Kharif,2025,Red Sandy Loam,Sandy,105,7.68,0.88,178,40,230,23.46,2.1,0.33,Poor,
AP_ANP_00403,Padma Kumari,Rabi,2025,Red Sandy Loam,Sandy,105,7.68,0.88,178,40,230,23.46,2.1,0.33,Poor,
AP_ANP_00403,Padma Kumari,Summer,2025,Red Sandy Loam,Sandy,105,7.68,0.88,178,40,230,23.46,2.1,0.33,Poor,
AP_ANP_00404,Srinivas Reddy,Kharif,2025,Red Sandy Loam,Clay,43,7.06,1.19,368,50,240,21.84,2.37,0.68,Good,
AP_ANP_00404,Srinivas Reddy,Rabi,2025,Red Sandy Loam,Clay,43,7.06,1.19,368,50,240,21.84,2.37,0.68,Good,
AP_ANP_00404,Srinivas Reddy,Summer,2025,Red Sandy Loam,Clay,43,7.06,1.19,368,50,240,21.84,2.37,0.68,Good,
AP_ANP_00405,Venkatesh Rao,Kharif,2025,Clay Loam,Loamy,82,6.49,0.33,191,33,339,12.06,1.1,0.63,Poor,
AP_ANP_00405,Venkatesh Rao,Rabi,2025,Clay Loam,Loamy,82,6.49,0.33,191,33,339,12.06,1.1,0.63,Poor,
AP_ANP_00405,Venkatesh Rao,Summer,2025,Clay Loam,Loamy,82,6.49,0.33,191,33,339,12.06,1.1,0.63,Poor,
AP_ANP_00406,Lakshmi Reddy,Kharif,2025,Sandy Loam,Clay,90,7.46,0.74,355,18,253,12.39,2.82,1.09,Good,
AP_ANP_00406,Lakshmi Reddy,Rabi,2025,Sandy Loam,Clay,90,7.46,0.74,355,18,253,12.39,2.82,1.09,Good,
AP_ANP_00406,Lakshmi Reddy,Summer,2025,Sandy Loam,Clay,90,7.46,0.74,355,18,253,12.39,2.82,1.09,Good,
AP_ANP_00407,Suresh Naidu,Kharif,2025,Black Cotton Soil,Loamy,152,7.53,1.1,381,15,151,23.26,1.29,1.32,Poor,
AP_ANP_00407,Suresh Naidu,Rabi,2025,Black Cotton Soil,Loamy,152,7.53,1.1,381,15,151,23.26,1.29,1.32,Poor,
AP_ANP_00407,Suresh Naidu,Summer,2025,Black Cotton Soil,Loamy,152,7.53,1.1,381,15,151,23.26,1.29,1.32,Poor,
AP_ANP_00408,Ramesh Kumar,Kharif,2025,Red Sandy Loam,Loamy,141,7.39,0.56,266,44,145,23.31,2.8,1.95,Poor,
AP_ANP_00408,Ramesh Kumar,Rabi,2025,Red Sandy Loam,Loamy,141,7.39,0.56,266,44,145,23.31,2.8,1.95,Poor,
AP_ANP_00408,Ramesh Kumar,Summer,2025,Red Sandy Loam,Loamy,141,7.39,0.56,266,44,145,23.31,2.8,1.95,Poor,
AP_ANP_00409,Subba Rao,Kharif,2025,Red Sandy Loam,Loamy,43,6.99,0.96,259,18,314,24.75,1.16,1.2,Poor,
AP_ANP_00409,Subba Rao,Rabi,2025,Red Sandy Loam,Loamy,43,6.99,0.96,259,18,314,24.75,1.16,1.2,Poor,
AP_ANP_00409,Subba Rao,Summer,2025,Red Sandy Loam,Loamy,43,6.99,0.96,259,18,314,24.75,1.16,1.2,Poor,
AP_ANP_00410,Ravi Teja,Kharif,2025,Red Sandy Loam,Loamy,68,6.85,0.71,227,42,385,17.48,0.59,0.32,Poor,
AP_ANP_00410,Ravi Teja,Rabi,2025,Red Sandy Loam,Loamy,68,6.85,0.71,227,42,385,17.48,0.59,0.32,Poor,
AP_ANP_00410,Ravi Teja,Summer,2025,Red Sandy Loam,Loamy,68,6.85,0.71,227,42,385,17.48,0.59,0.32,Poor,
AP_ANP_00411,Narasimha Rao,Kharif,2025,Red Sandy Loam,Clay,141,6.97,0.86,213,45,186,15.37,2.27,0.36,Poor,
AP_ANP_00411,Narasimha Rao,Rabi,2025,Red Sandy Loam,Clay,141,6.97,0.86,213,45,186,15.37,2.27,0.36,Poor,
AP_ANP_00411,Narasimha Rao,Summer,2025,Red Sandy Loam,Clay,141,6.97,0.86,213,45,186,15.37,2.27,0.36,Poor,
AP_ANP_00412,Anuradha V,Kharif,2025,Red Loamy Soil,Loamy,96,7.5,0.78,379,34,260,8.17,1.36,0.41,Poor,
AP_ANP_00412,Anuradha V,Rabi,2025,Red Loamy Soil,Loamy,96,7.5,0.78,379,34,260,8.17,1.36,0.41,Poor,
AP_ANP_00412,Anuradha V,Summer,2025,Red Loamy Soil,Loamy,96,7.5,0.78,379,34,260,8.17,1.36,0.41,Poor,
AP_ANP_00413,Krishna Murthy,Kharif,2025,Sandy Loam,Loamy,129,6.54,0.24,327,16,288,19.42,1.23,1.63,Moderate,
AP_ANP_00413,Krishna Murthy,Rabi,2025,Sandy Loam,Loamy,129,6.54,0.24,327,16,288,19.42,1.23,1.63,Moderate,
AP_ANP_00413,Krishna Murthy,Summer,2025,Sandy Loam,Loamy,129,6.54,0.24,327,16,288,19.42,1.23,1.63,Moderate,
AP_ANP_00414,Padma Kumari,Kharif,2025,Sandy Loam,Clay,66,7.48,0.35,305,36,115,18.96,2.65,0.81,Poor,
AP_ANP_00414,Padma Kumari,Rabi,2025,Sandy Loam,Clay,66,7.48,0.35,305,36,115,18.96,2.65,0.81,Poor,
AP_ANP_00414,Padma Kumari,Summer,2025,Sandy Loam,Clay,66,7.48,0.35,305,36,115,18.96,2.65,0.81,Poor,
AP_ANP_00415,Srinivas Reddy,Kharif,2025,Red Loamy Soil,Clay,144,8.07,0.28,352,9,207,27.89,1.27,0.68,Good,
AP_ANP_00415,Srinivas Reddy,Rabi,2025,Red Loamy Soil,Clay,144,8.07,0.28,352,9,207,27.89,1.27,0.68,Good,
AP_ANP_00415,Srinivas Reddy,Summer,2025,Red Loamy Soil,Clay,144,8.07,0.28,352,9,207,27.89,1.27,0.68,Good,
AP_ANP_00416,Venkatesh Rao,Kharif,2025,Clay Loam,Sandy,97,8.47,0.53,283,13,143,6.01,1.39,1.08,Good,
AP_ANP_00416,Venkatesh Rao,Rabi,2025,Clay Loam,Sandy,97,8.47,0.53,283,13,143,6.01,1.39,1.08,Good,
AP_ANP_00416,Venkatesh Rao,Summer,2025,Clay Loam,Sandy,97,8.47,0.53,283,13,143,6.01,1.39,1.08,Good,
AP_ANP_00417,Lakshmi Reddy,Kharif,2025,Red Sandy Loam,Loamy,72,6.37,0.99,243,34,345,7.15,2.5,0.63,Moderate,
AP_ANP_00417,Lakshmi Reddy,Rabi,2025,Red Sandy Loam,Loamy,72,6.37,0.99,243,34,345,7.15,2.5,0.63,Moderate,
AP_ANP_00417,Lakshmi Reddy,Summer,2025,Red Sandy Loam,Loamy,72,6.37,0.99,243,34,345,7.15,2.5,0.63,Moderate,
AP_ANP_00418,Suresh Naidu,Kharif,2025,Red Loamy Soil,Clay,156,6.29,0.33,284,50,309,14.58,0.88,0.94,Good,
AP_ANP_00418,Suresh Naidu,Rabi,2025,Red Loamy Soil,Clay,156,6.29,0.33,284,50,309,14.58,0.88,0.94,Good,
AP_ANP_00418,Suresh Naidu,Summer,2025,Red Loamy Soil,Clay,156,6.29,0.33,284,50,309,14.58,0.88,0.94,Good,
AP_ANP_00419,Ramesh Kumar,Kharif,2025,Red Loamy Soil,Clay,107,6.5,0.46,247,36,121,10.45,2.83,0.99,Good,
AP_ANP_00419,Ramesh Kumar,Rabi,2025,Red Loamy Soil,Clay,107,6.5,0.46,247,36,121,10.45,2.83,0.99,Good,
AP_ANP_00419,Ramesh Kumar,Summer,2025,Red Loamy Soil,Clay,107,6.5,0.46,247,36,121,10.45,2.83,0.99,Good,
AP_ANP_00420,Bhavani S,Kharif,2025,Sandy Loam,Clay,53,6.41,0.62,328,16,249,6.49,1.93,1.55,Good,
AP_ANP_00420,Bhavani S,Rabi,2025,Sandy Loam,Clay,53,6.41,0.62,328,16,249,6.49,1.93,1.55,Good,
AP_ANP_00420,Bhavani S,Summer,2025,Sandy Loam,Clay,53,6.41,0.62,328,16,249,6.49,1.93,1.55,Good,
AP_ANP_00421,Ravi Teja,Kharif,2025,Sandy Loam,Clay,54,7.56,0.21,280,26,365,10.06,1.34,0.2,Good,
AP_ANP_00421,Ravi Teja,Rabi,2025,Sandy Loam,Clay,54,7.56,0.21,280,26,365,10.06,1.34,0.2,Good,
AP_ANP_00421,Ravi Teja,Summer,2025,Sandy Loam,Clay,54,7.56,0.21,280,26,365,10.06,1.34,0.2,Good,
AP_ANP_00422,Narasimha Rao,Kharif,2025,Clay Loam,Sandy,58,8.21,0.47,271,27,274,17.64,0.47,0.24,Good,
AP_ANP_00422,Narasimha Rao,Rabi,2025,Clay Loam,Sandy,58,8.21,0.47,271,27,274,17.64,0.47,0.24,Good,
AP_ANP_00422,Narasimha Rao,Summer,2025,Clay Loam,Sandy,58,8.21,0.47,271,27,274,17.64,0.47,0.24,Good,
AP_ANP_00423,Anuradha V,Kharif,2025,Clay Loam,Clay,151,6.5,0.46,394,14,114,24.45,2.52,1.82,Poor,
AP_ANP_00423,Anuradha V,Rabi,2025,Clay Loam,Clay,151,6.5,0.46,394,14,114,24.45,2.52,1.82,Poor,
AP_ANP_00423,Anuradha V,Summer,2025,Clay Loam,Clay,151,6.5,0.46,394,14,114,24.45,2.52,1.82,Poor,
AP_ANP_00424,Krishna Murthy,Kharif,2025,Black Cotton Soil,Sandy,49,8.36,1.04,333,32,111,29.6,2.45,1.54,Moderate,
AP_ANP_00424,Krishna Murthy,Rabi,2025,Black Cotton Soil,Sandy,49,8.36,1.04,333,32,111,29.6,2.45,1.54,Moderate,
AP_ANP_00424,Krishna Murthy,Summer,2025,Black Cotton Soil,Sandy,49,8.36,1.04,333,32,111,29.6,2.45,1.54,Moderate,
AP_ANP_00425,Padma Kumari,Kharif,2025,Black Cotton Soil,Sandy,62,8.47,0.88,320,32,117,28.2,0.55,0.64,Good,
AP_ANP_00425,Padma Kumari,Rabi,2025,Black Cotton Soil,Sandy,62,8.47,0.88,320,32,117,28.2,0.55,0.64,Good,
AP_ANP_00425,Padma Kumari,Summer,2025,Black Cotton Soil,Sandy,62,8.47,0.88,320,32,117,28.2,0.55,0.64,Good,
AP_ANP_00426,Srinivas Reddy,Kharif,2025,Sandy Loam,Clay,71,7.22,0.62,361,35,167,9.43,0.57,1.92,Moderate,
AP_ANP_00426,Srinivas Reddy,Rabi,2025,Sandy Loam,Clay,71,7.22,0.62,361,35,167,9.43,0.57,1.92,Moderate,
AP_ANP_00426,Srinivas Reddy,Summer,2025,Sandy Loam,Clay,71,7.22,0.62,361,35,167,9.43,0.57,1.92,Moderate,
AP_ANP_00427,Venkatesh Rao,Kharif,2025,Clay Loam,Sandy,108,6.24,0.38,260,25,165,19.69,0.6,0.73,Good,
AP_ANP_00427,Venkatesh Rao,Rabi,2025,Clay Loam,Sandy,108,6.24,0.38,260,25,165,19.69,0.6,0.73,Good,
AP_ANP_00427,Venkatesh Rao,Summer,2025,Clay Loam,Sandy,108,6.24,0.38,260,25,165,19.69,0.6,0.73,Good,
AP_ANP_00428,Lakshmi Reddy,Kharif,2025,Red Loamy Soil,Clay,94,7.96,1.19,202,33,337,29.04,2.27,1.03,Poor,
AP_ANP_00428,Lakshmi Reddy,Rabi,2025,Red Loamy Soil,Clay,94,7.96,1.19,202,33,337,29.04,2.27,1.03,Poor,
AP_ANP_00428,Lakshmi Reddy,Summer,2025,Red Loamy Soil,Clay,94,7.96,1.19,202,33,337,29.04,2.27,1.03,Poor,
AP_ANP_00429,Suresh Naidu,Kharif,2025,Sandy Loam,Clay,125,6.45,1.0,231,19,319,15.5,1.86,1.68,Good,
AP_ANP_00429,Suresh Naidu,Rabi,2025,Sandy Loam,Clay,125,6.45,1.0,231,19,319,15.5,1.86,1.68,Good,
AP_ANP_00429,Suresh Naidu,Summer,2025,Sandy Loam,Clay,125,6.45,1.0,231,19,319,15.5,1.86,1.68,Good,
AP_ANP_00430,Gopal Reddy,Kharif,2025,Clay Loam,Loamy,88,8.39,1.09,276,42,267,18.71,1.39,1.09,Moderate,
AP_ANP_00430,Gopal Reddy,Rabi,2025,Clay Loam,Loamy,88,8.39,1.09,276,42,267,18.71,1.39,1.09,Moderate,
AP_ANP_00430,Gopal Reddy,Summer,2025,Clay Loam,Loamy,88,8.39,1.09,276,42,267,18.71,1.39,1.09,Moderate,
AP_ANP_00431,Bhavani S,Kharif,2025,Black Cotton Soil,Clay,99,8.49,0.21,332,29,184,15.85,0.64,0.88,Moderate,
AP_ANP_00431,Bhavani S,Rabi,2025,Black Cotton Soil,Clay,99,8.49,0.21,332,29,184,15.85,0.64,0.88,Moderate,
AP_ANP_00431,Bhavani S,Summer,2025,Black Cotton Soil,Clay,99,8.49,0.21,332,29,184,15.85,0.64,0.88,Moderate,
AP_ANP_00432,Ravi Teja,Kharif,2025,Sandy Loam,Clay,82,7.75,0.79,226,50,245,19.39,0.74,1.0,Good,
AP_ANP_00432,Ravi Teja,Rabi,2025,Sandy Loam,Clay,82,7.75,0.79,226,50,245,19.39,0.74,1.0,Good,
AP_ANP_00432,Ravi Teja,Summer,2025,Sandy Loam,Clay,82,7.75,0.79,226,50,245,19.39,0.74,1.0,Good,
AP_ANP_00433,Narasimha Rao,Kharif,2025,Clay Loam,Loamy,127,7.86,0.23,319,14,149,6.08,2.19,0.73,Poor,
AP_ANP_00433,Narasimha Rao,Rabi,2025,Clay Loam,Loamy,127,7.86,0.23,319,14,149,6.08,2.19,0.73,Poor,
AP_ANP_00433,Narasimha Rao,Summer,2025,Clay Loam,Loamy,127,7.86,0.23,319,14,149,6.08,2.19,0.73,Poor,
AP_ANP_00434,Anuradha V,Kharif,2025,Red Sandy Loam,Clay,60,7.84,0.81,226,30,247,11.53,1.43,1.24,Poor,
AP_ANP_00434,Anuradha V,Rabi,2025,Red Sandy Loam,Clay,60,7.84,0.81,226,30,247,11.53,1.43,1.24,Poor,
AP_ANP_00434,Anuradha V,Summer,2025,Red Sandy Loam,Clay,60,7.84,0.81,226,30,247,11.53,1.43,1.24,Poor,
AP_ANP_00435,Krishna Murthy,Kharif,2025,Red Sandy Loam,Loamy,153,7.04,1.11,187,13,174,19.62,2.84,0.43,Good,
AP_ANP_00435,Krishna Murthy,Rabi,2025,Red Sandy Loam,Loamy,153,7.04,1.11,187,13,174,19.62,2.84,0.43,Good,
AP_ANP_00435,Krishna Murthy,Summer,2025,Red Sandy Loam,Loamy,153,7.04,1.11,187,13,174,19.62,2.84,0.43,Good,
AP_ANP_00436,Padma Kumari,Kharif,2025,Sandy Loam,Loamy,103,7.38,0.61,386,42,289,21.05,1.04,1.04,Moderate,
AP_ANP_00436,Padma Kumari,Rabi,2025,Sandy Loam,Loamy,103,7.38,0.61,386,42,289,21.05,1.04,1.04,Moderate,
AP_ANP_00436,Padma Kumari,Summer,2025,Sandy Loam,Loamy,103,7.38,0.61,386,42,289,21.05,1.04,1.04,Moderate,
AP_ANP_00437,Srinivas Reddy,Kharif,2025,Red Loamy Soil,Sandy,55,7.49,1.01,360,32,115,12.39,0.99,0.72,Poor,
AP_ANP_00437,Srinivas Reddy,Rabi,2025,Red Loamy Soil,Sandy,55,7.49,1.01,360,32,115,12.39,0.99,0.72,Poor,
AP_ANP_00437,Srinivas Reddy,Summer,2025,Red Loamy Soil,Sandy,55,7.49,1.01,360,32,115,12.39,0.99,0.72,Poor,
AP_ANP_00438,Venkatesh Rao,Kharif,2025,Black Cotton Soil,Clay,57,6.77,0.76,283,28,221,6.68,2.55,0.44,Good,
AP_ANP_00438,Venkatesh Rao,Rabi,2025,Black Cotton Soil,Clay,57,6.77,0.76,283,28,221,6.68,2.55,0.44,Good,
AP_ANP_00438,Venkatesh Rao,Summer,2025,Black Cotton Soil,Clay,57,6.77,0.76,283,28,221,6.68,2.55,0.44,Good,
AP_ANP_00439,Lakshmi Reddy,Kharif,2025,Red Loamy Soil,Loamy,155,7.45,0.21,274,16,114,14.69,2.63,0.69,Moderate,
AP_ANP_00439,Lakshmi Reddy,Rabi,2025,Red Loamy Soil,Loamy,155,7.45,0.21,274,16,114,14.69,2.63,0.69,Moderate,
AP_ANP_00439,Lakshmi Reddy,Summer,2025,Red Loamy Soil,Loamy,155,7.45,0.21,274,16,114,14.69,2.63,0.69,Moderate,
AP_ANP_00440,Venkat Ramaiah,Kharif,2025,Red Sandy Loam,Clay,138,7.39,0.91,154,27,178,21.58,2.13,1.87,Moderate,
AP_ANP_00440,Venkat Ramaiah,Rabi,2025,Red Sandy Loam,Clay,138,7.39,0.91,154,27,178,21.58,2.13,1.87,Moderate,
AP_ANP_00440,Venkat Ramaiah,Summer,2025,Red Sandy Loam,Clay,138,7.39,0.91,154,27,178,21.58,2.13,1.87,Moderate,
AP_ANP_00441,Gopal Reddy,Kharif,2025,Red Loamy Soil,Sandy,134,6.33,0.84,340,16,216,5.02,2.74,0.15,Poor,
AP_ANP_00441,Gopal Reddy,Rabi,2025,Red Loamy Soil,Sandy,134,6.33,0.84,340,16,216,5.02,2.74,0.15,Poor,
AP_ANP_00441,Gopal Reddy,Summer,2025,Red Loamy Soil,Sandy,134,6.33,0.84,340,16,216,5.02,2.74,0.15,Poor,
AP_ANP_00442,Bhavani S,Kharif,2025,Clay Loam,Loamy,159,6.1,0.71,395,30,202,29.41,2.04,1.88,Moderate,
AP_ANP_00442,Bhavani S,Rabi,2025,Clay Loam,Loamy,159,6.1,0.71,395,30,202,29.41,2.04,1.88,Moderate,
AP_ANP_00442,Bhavani S,Summer,2025,Clay Loam,Loamy,159,6.1,0.71,395,30,202,29.41,2.04,1.88,Moderate,
AP_ANP_00443,Ravi Teja,Kharif,2025,Sandy Loam,Sandy,158,6.38,0.35,169,24,229,29.13,1.46,1.3,Good,
AP_ANP_00443,Ravi Teja,Rabi,2025,Sandy Loam,Sandy,158,6.38,0.35,169,24,229,29.13,1.46,1.3,Good,
AP_ANP_00443,Ravi Teja,Summer,2025,Sandy Loam,Sandy,158,6.38,0.35,169,24,229,29.13,1.46,1.3,Good,
AP_ANP_00444,Narasimha Rao,Kharif,2025,Sandy Loam,Loamy,138,7.07,0.85,341,12,313,15.13,1.03,0.48,Poor,
AP_ANP_00444,Narasimha Rao,Rabi,2025,Sandy Loam,Loamy,138,7.07,0.85,341,12,313,15.13,1.03,0.48,Poor,
AP_ANP_00444,Narasimha Rao,Summer,2025,Sandy Loam,Loamy,138,7.07,0.85,341,12,313,15.13,1.03,0.48,Poor,
AP_ANP_00445,Anuradha V,Kharif,2025,Red Sandy Loam,Clay,74,8.12,0.38,251,43,106,5.64,2.43,1.82,Moderate,
AP_ANP_00445,Anuradha V,Rabi,2025,Red Sandy Loam,Clay,74,8.12,0.38,251,43,106,5.64,2.43,1.82,Moderate,
AP_ANP_00445,Anuradha V,Summer,2025,Red Sandy Loam,Clay,74,8.12,0.38,251,43,106,5.64,2.43,1.82,Moderate,
AP_ANP_00446,Krishna Murthy,Kharif,2025,Sandy Loam,Loamy,131,7.5,0.69,166,20,106,26.43,2.36,0.38,Moderate,
AP_ANP_00446,Krishna Murthy,Rabi,2025,Sandy Loam,Loamy,131,7.5,0.69,166,20,106,26.43,2.36,0.38,Moderate,
AP_ANP_00446,Krishna Murthy,Summer,2025,Sandy Loam,Loamy,131,7.5,0.69,166,20,106,26.43,2.36,0.38,Moderate,
AP_ANP_00447,Padma Kumari,Kharif,2025,Clay Loam,Loamy,64,6.13,0.87,224,33,214,12.65,0.47,0.44,Poor,
AP_ANP_00447,Padma Kumari,Rabi,2025,Clay Loam,Loamy,64,6.13,0.87,224,33,214,12.65,0.47,0.44,Poor,
AP_ANP_00447,Padma Kumari,Summer,2025,Clay Loam,Loamy,64,6.13,0.87,224,33,214,12.65,0.47,0.44,Poor,
AP_ANP_00448,Srinivas Reddy,Kharif,2025,Sandy Loam,Loamy,87,6.82,0.86,371,15,278,28.64,1.14,1.73,Poor,
AP_ANP_00448,Srinivas Reddy,Rabi,2025,Sandy Loam,Loamy,87,6.82,0.86,371,15,278,28.64,1.14,1.73,Poor,
AP_ANP_00448,Srinivas Reddy,Summer,2025,Sandy Loam,Loamy,87,6.82,0.86,371,15,278,28.64,1.14,1.73,Poor,
AP_ANP_00449,Venkatesh Rao,Kharif,2025,Red Sandy Loam,Sandy,102,6.2,0.85,184,10,345,12.68,2.62,1.92,Moderate,
AP_ANP_00449,Venkatesh Rao,Rabi,2025,Red Sandy Loam,Sandy,102,6.2,0.85,184,10,345,12.68,2.62,1.92,Moderate,
AP_ANP_00449,Venkatesh Rao,Summer,2025,Red Sandy Loam,Sandy,102,6.2,0.85,184,10,345,12.68,2.62,1.92,Moderate,
AP_ANP_00450,Nagarjuna Reddy,Kharif,2025,Black Cotton Soil,Clay,80,8.05,0.88,310,43,264,17.78,1.93,0.98,Poor,
AP_ANP_00450,Nagarjuna Reddy,Rabi,2025,Black Cotton Soil,Clay,80,8.05,0.88,310,43,264,17.78,1.93,0.98,Poor,
