parcel_id,farmer_name,district,mandal,village,survey_no,latitude,longitude,land_area_acres,irrigation_type,soil_type,season,year,crop_type,crop_stage,previous_crop
AP_ANP_00287,Gopal Reddy,Anantapur,Bommanahal,Kalludevanahalli,SY-1287,15.01487,76.944399,4.63,Borewell,Red Loamy,Rabi,2025,Bengal Gram,Sowing,
AP_ANP_00287,Gopal Reddy,Anantapur,Bommanahal,Kalludevanahalli,SY-1287,15.01487,76.944399,4.63,Rainfed,Sandy Loam,Summer,2025,Maize,Vegetative,
AP_ANP_00288,Bhavani S,Anantapur,Kambadur,Nuthimadugu,SY-1288,14.31175,77.21523,1.68,Borewell,Clay Loam,Kharif,2025,Pearl Millet,Sowing,
AP_ANP_00288,Bhavani S,Anantapur,Kambadur,Nuthimadugu,SY-1288,14.31175,77.21523,1.68,Rainfed,Sandy Loam,Rabi,2025,Groundnut,Vegetative,
AP_ANP_00288,Bhavani S,Anantapur,Kambadur,Nuthimadugu,SY-1288,14.31175,77.21523,1.68,Rainfed,Black Soil,Summer,2025,Maize,Flowering,
AP_ANP_00289,Ravi Teja,Anantapur,Kudair,Kudair,SY-1289,14.718283,77.408299,7.51,Rainfed,Sandy Loam,Kharif,2025,Foxtail Millet,Sowing,
AP_ANP_00289,Ravi Teja,Anantapur,Kudair,Kudair,SY-1289,14.718283,77.408299,7.51,Rainfed,Red Loamy,Rabi,2025,Sunflower,Vegetative,
AP_ANP_00289,Ravi Teja,Anantapur,Kudair,Kudair,SY-1289,14.718283,77.408299,7.51,Borewell,Clay Loam,Summer,2025,Groundnut,Vegetative,
AP_ANP_00290,Venkatesh Rao,Anantapur,Tadipatri,Chukkalur,SY-1290,14.912949,77.982075,7.57,Rainfed,Clay Loam,Kharif,2025,Paddy,Sowing,
AP_ANP_00290,Venkatesh Rao,Anantapur,Tadipatri,Chukkalur,SY-1290,14.912949,77.982075,7.57,Borewell,Red Loamy,Rabi,2025,Groundnut,Maturity,
AP_ANP_00290,Venkatesh Rao,Anantapur,Tadipatri,Chukkalur,SY-1290,14.912949,77.982075,7.57,Rainfed,Clay Loam,Summer,2025,Groundnut,Vegetative,
AP_ANP_00291,Lakshmi Reddy,Anantapur,Anantapur Urban,Anantapur City,SY-1291,14.640927,77.570592,0.55,Borewell,Clay Loam,Kharif,2025,Groundnut,Sowing,
AP_ANP_00291,Lakshmi Reddy,Anantapur,Anantapur Urban,Anantapur City,SY-1291,14.640927,77.570592,0.55,Rainfed,Black Soil,Rabi,2025,Bengal Gram,Vegetative,
AP_ANP_00291,Lakshmi Reddy,Anantapur,Anantapur Urban,Anantapur City,SY-1291,14.640927,77.570592,0.55,Rainfed,Black Soil,Summer,2025,Groundnut,Sowing,
AP_ANP_00292,Suresh Naidu,Anantapur,Bommanahal,Bommanahal,SY-1292,15.007847,76.979928,3.73,Borewell,Red Loamy,Kharif,2025,Foxtail Millet,Flowering,
AP_ANP_00292,Suresh Naidu,Anantapur,Bommanahal,Bommanahal,SY-1292,15.007847,76.979928,3.73,Rainfed,Clay Loam,Rabi,2025,Sorghum,Maturity,
AP_ANP_00292,Suresh Naidu,Anantapur,Bommanahal,Bommanahal,SY-1292,15.007847,76.979928,3.73,Rainfed,Clay Loam,Summer,2025,Maize,Vegetative,
AP_ANP_00293,Ramesh Kumar,Anantapur,Kudair,Gotluru,SY-1293,14.736678,77.37805,7.23,Borewell,Red Sandy Loam,Kharif,2025,Groundnut,Sowing,
AP_ANP_00293,Ramesh Kumar,Anantapur,Kudair,Gotluru,SY-1293,14.736678,77.37805,7.23,Borewell,Red Loamy,Rabi,2025,Sunflower,Vegetative,
AP_ANP_00293,Ramesh Kumar,Anantapur,Kudair,Gotluru,SY-1293,14.736678,77.37805,7.23,Rainfed,Sandy Loam,Summer,2025,Maize,Sowing,
AP_ANP_00294,Subba Rao,Anantapur,Putlur,Putlur,SY-1294,14.81833,77.965622,7.45,Borewell,Black Soil,Kharif,2025,Red Gram,Flowering,
AP_ANP_00294,Subba Rao,Anantapur,Putlur,Putlur,SY-1294,14.81833,77.965622,7.45,Rainfed,Black Soil,Rabi,2025,Bengal Gram,Sowing,
AP_ANP_00294,Subba Rao,Anantapur,Putlur,Putlur,SY-1294,14.81833,77.965622,7.45,Rainfed,Red Sandy Loam,Summer,2025,Maize,Maturity,
AP_ANP_00295,Vijayalakshmi,Anantapur,Brahmasamudram,Brahmasamudram,SY-1295,14.528271,77.059304,7.8,Rainfed,Black Soil,Kharif,2025,Red Gram,Flowering,
AP_ANP_00295,Vijayalakshmi,Anantapur,Brahmasamudram,Brahmasamudram,SY-1295,14.528271,77.059304,7.8,Rainfed,Black Soil,Rabi,2025,Maize,Sowing,
AP_ANP_00295,Vijayalakshmi,Anantapur,Brahmasamudram,Brahmasamudram,SY-1295,14.528271,77.059304,7.8,Rainfed,Clay Loam,Summer,2025,Maize,Sowing,
AP_ANP_00296,Nagarjuna Reddy,Anantapur,Anantapur Urban,Narayanapuram,SY-1296,14.697652,77.605118,3.03,Rainfed,Red Loamy,Kharif,2025,Pearl Millet,Flowering,
AP_ANP_00296,Nagarjuna Reddy,Anantapur,Anantapur Urban,Narayanapuram,SY-1296,14.697652,77.605118,3.03,Borewell,Sandy Loam,Rabi,2025,Sorghum,Sowing,
AP_ANP_00296,Nagarjuna Reddy,Anantapur,Anantapur Urban,Narayanapuram,SY-1296,14.697652,77.605118,3.03,Rainfed,Clay Loam,Summer,2025,Groundnut,Flowering,
AP_ANP_00297,Venkat Ramaiah,Anantapur,Kundurpi,Tumbiniganur,SY-1297,14.273604,77.033983,6.54,Borewell,Sandy Loam,Kharif,2025,Foxtail Millet,Maturity,
AP_ANP_00297,Venkat Ramaiah,Anantapur,Kundurpi,Tumbiniganur,SY-1297,14.273604,77.033983,6.54,Rainfed,Clay Loam,Rabi,2025,Bengal Gram,Vegetative,
AP_ANP_00297,Venkat Ramaiah,Anantapur,Kundurpi,Tumbiniganur,SY-1297,14.273604,77.033983,6.54,Rainfed,Red Loamy,Summer,2025,Sunflower,Sowing,
AP_ANP_00298,Gopal Reddy,Anantapur,Anantapur Urban,Narayanapuram,SY-1298,14.689368,77.559631,6.52,Borewell,Sandy Loam,Kharif,2025,Foxtail Millet,Maturity,
AP_ANP_00298,Gopal Reddy,Anantapur,Anantapur Urban,Narayanapuram,SY-1298,14.689368,77.559631,6.52,Borewell,Clay Loam,Rabi,2025,Maize,Sowing,
AP_ANP_00298,Gopal Reddy,Anantapur,Anantapur Urban,Narayanapuram,SY-1298,14.689368,77.559631,6.52,Rainfed,Clay Loam,Summer,2025,Maize,Flowering,
AP_ANP_00299,Bhavani S,Anantapur,Atmakur,Yatakal,SY-1299,14.65028,77.38258,3.48,Borewell,Black Soil,Kharif,2025,Pearl Millet,Sowing,
AP_ANP_00299,Bhavani S,Anantapur,Atmakur,Yatakal,SY-1299,14.65028,77.38258,3.48,Rainfed,Clay Loam,Rabi,2025,Groundnut,Vegetative,
AP_ANP_00299,Bhavani S,Anantapur,Atmakur,Yatakal,SY-1299,14.65028,77.38258,3.48,Canal,Red Loamy,Summer,2025,Groundnut,Flowering,
AP_ANP_00300,Ravi Teja,Anantapur,Guntakal,Kasapuram,SY-1300,15.12377,77.330104,4.3,Canal,Red Loamy,Kharif,2025,Foxtail Millet,Flowering,
AP_ANP_00300,Ravi Teja,Anantapur,Guntakal,Kasapuram,SY-1300,15.12377,77.330104,4.3,Rainfed,Red Loamy,Rabi,2025,Maize,Maturity,
AP_ANP_00300,Ravi Teja,Anantapur,Guntakal,Kasapuram,SY-1300,15.12377,77.330104,4.3,Rainfed,Sandy Loam,Summer,2025,Vegetables,Flowering,
AP_ANP_00301,Narasimha Rao,Anantapur,Guntakal,Guntakal,SY-1301,15.132874,77.420363,6.35,Rainfed,Clay Loam,Kharif,2025,Red Gram,Flowering,
AP_ANP_00301,Narasimha Rao,Anantapur,Guntakal,Guntakal,SY-1301,15.132874,77.420363,6.35,Borewell,Clay Loam,Rabi,2025,Bengal Gram,Maturity,
AP_ANP_00301,Narasimha Rao,Anantapur,Guntakal,Guntakal,SY-1301,15.132874,77.420363,6.35,Borewell,Sandy Loam,Summer,2025,Groundnut,Vegetative,
AP_ANP_00302,Anuradha V,Anantapur,Kalyandurg,Kalyandurg,SY-1302,14.537297,77.127134,1.44,Borewell,Sandy Loam,Kharif,2025,Red Gram,Flowering,
AP_ANP_00302,Anuradha V,Anantapur,Kalyandurg,Kalyandurg,SY-1302,14.537297,77.127134,1.44,Rainfed,Black Soil,Rabi,2025,Maize,Sowing,
AP_ANP_00302,Anuradha V,Anantapur,Kalyandurg,Kalyandurg,SY-1302,14.537297,77.127134,1.44,Borewell,Red Loamy,Summer,2025,Sunflower,Maturity,
AP_ANP_00303,Krishna Murthy,Anantapur,Settur,Cherlopalli,SY-1303,14.437694,76.952073,5.69,Borewell,Red Sandy Loam,Kharif,2025,Groundnut,Vegetative,
AP_ANP_00303,Krishna Murthy,Anantapur,Settur,Cherlopalli,SY-1303,14.437694,76.952073,5.69,Rainfed,Sandy Loam,Rabi,2025,Groundnut,Vegetative,
AP_ANP_00303,Krishna Murthy,Anantapur,Settur,Cherlopalli,SY-1303,14.437694,76.952073,5.69,Borewell,Black Soil,Summer,2025,Groundnut,Flowering,
AP_ANP_00304,Padma Kumari,Anantapur,Guntakal,Kasapuram,SY-1304,15.167972,77.355015,7.47,Rainfed,Red Sandy Loam,Kharif,2025,Groundnut,Vegetative,
AP_ANP_00304,Padma Kumari,Anantapur,Guntakal,Kasapuram,SY-1304,15.167972,77.355015,7.47,Rainfed,Clay Loam,Rabi,2025,Bengal Gram,Flowering,
AP_ANP_00304,Padma Kumari,Anantapur,Guntakal,Kasapuram,SY-1304,15.167972,77.355015,7.47,Borewell,Black Soil,Summer,2025,Vegetables,Maturity,
AP_ANP_00305,Srinivas Reddy,Anantapur,Anantapur Urban,Narayanapuram,SY-1305,14.702852,77.5722,7.74,Borewell,Sandy Loam,Kharif,2025,Paddy,Maturity,
AP_ANP_00305,Srinivas Reddy,Anantapur,Anantapur Urban,Narayanapuram,SY-1305,14.702852,77.5722,7.74,Rainfed,Sandy Loam,Rabi,2025,Maize,Vegetative,
AP_ANP_00305,Srinivas Reddy,Anantapur,Anantapur Urban,Narayanapuram,SY-1305,14.702852,77.5722,7.74,Rainfed,Red Loamy,Summer,2025,Sunflower,Maturity,
AP_ANP_00306,Venkatesh Rao,Anantapur,Kalyandurg,Kalyandurg,SY-1306,14.554884,77.064335,6.89,Rainfed,Sandy Loam,Kharif,2025,Paddy,Maturity,
AP_ANP_00306,Venkatesh Rao,Anantapur,Kalyandurg,Kalyandurg,SY-1306,14.554884,77.064335,6.89,Rainfed,Sandy Loam,Rabi,2025,Bengal Gram,Maturity,
AP_ANP_00306,Venkatesh Rao,Anantapur,Kalyandurg,Kalyandurg,SY-1306,14.554884,77.064335,6.89,Borewell,Black Soil,Summer,2025,Vegetables,Flowering,
AP_ANP_00307,Lakshmi Reddy,Anantapur,Pamidi,Pamidi,SY-1307,14.926117,77.629788,2.94,Rainfed,Clay Loam,Kharif,2025,Foxtail Millet,Maturity,
AP_ANP_00307,Lakshmi Reddy,Anantapur,Pamidi,Pamidi,SY-1307,14.926117,77.629788,2.94,Borewell,Sandy Loam,Rabi,2025,Bengal Gram,Flowering,
AP_ANP_00307,Lakshmi Reddy,Anantapur,Pamidi,Pamidi,SY-1307,14.926117,77.629788,2.94,Rainfed,Clay Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00308,Suresh Naidu,Anantapur,Guntakal,Kasapuram,SY-1308,15.129699,77.396669,1.28,Borewell,Black Soil,Kharif,2025,Pearl Millet,Vegetative,
AP_ANP_00308,Suresh Naidu,Anantapur,Guntakal,Kasapuram,SY-1308,15.129699,77.396669,1.28,Rainfed,Black Soil,Rabi,2025,Sunflower,Sowing,
AP_ANP_00308,Suresh Naidu,Anantapur,Guntakal,Kasapuram,SY-1308,15.129699,77.396669,1.28,Rainfed,Sandy Loam,Summer,2025,Vegetables,Flowering,
AP_ANP_00309,Ramesh Kumar,Anantapur,Uravakonda,Renimakulapalle,SY-1309,14.993025,77.246802,3.38,Borewell,Clay Loam,Kharif,2025,Red Gram,Flowering,
AP_ANP_00309,Ramesh Kumar,Anantapur,Uravakonda,Renimakulapalle,SY-1309,14.993025,77.246802,3.38,Rainfed,Red Sandy Loam,Rabi,2025,Bengal Gram,Maturity,
AP_ANP_00309,Ramesh Kumar,Anantapur,Uravakonda,Renimakulapalle,SY-1309,14.993025,77.246802,3.38,Rainfed,Black Soil,Summer,2025,Vegetables,Flowering,
AP_ANP_00310,Bhavani S,Anantapur,Kalyandurg,Chapiri,SY-1310,14.561725,77.056034,0.99,Rainfed,Red Sandy Loam,Kharif,2025,Pearl Millet,Flowering,
AP_ANP_00310,Bhavani S,Anantapur,Kalyandurg,Chapiri,SY-1310,14.561725,77.056034,0.99,Rainfed,Red Sandy Loam,Rabi,2025,Groundnut,Sowing,
AP_ANP_00310,Bhavani S,Anantapur,Kalyandurg,Chapiri,SY-1310,14.561725,77.056034,0.99,Borewell,Sandy Loam,Summer,2025,Sunflower,Maturity,
AP_ANP_00311,Ravi Teja,Anantapur,Rayadurg,Rayadurg,SY-1311,14.737204,76.860515,4.84,Rainfed,Clay Loam,Kharif,2025,Pearl Millet,Sowing,
AP_ANP_00311,Ravi Teja,Anantapur,Rayadurg,Rayadurg,SY-1311,14.737204,76.860515,4.84,Rainfed,Black Soil,Rabi,2025,Maize,Vegetative,
AP_ANP_00311,Ravi Teja,Anantapur,Rayadurg,Rayadurg,SY-1311,14.737204,76.860515,4.84,Borewell,Sandy Loam,Summer,2025,Maize,Sowing,
AP_ANP_00312,Narasimha Rao,Anantapur,Yadiki,Nagarur,SY-1312,15.084877,77.835798,6.47,Rainfed,Clay Loam,Kharif,2025,Foxtail Millet,Maturity,
AP_ANP_00312,Narasimha Rao,Anantapur,Yadiki,Nagarur,SY-1312,15.084877,77.835798,6.47,Rainfed,Black Soil,Rabi,2025,Groundnut,Vegetative,
AP_ANP_00312,Narasimha Rao,Anantapur,Yadiki,Nagarur,SY-1312,15.084877,77.835798,6.47,Rainfed,Clay Loam,Summer,2025,Maize,Sowing,
AP_ANP_00313,Anuradha V,Anantapur,Uravakonda,Renimakulapalle,SY-1313,14.937733,77.290004,4.89,Rainfed,Red Loamy,Kharif,2025,Cotton,Flowering,
AP_ANP_00313,Anuradha V,Anantapur,Uravakonda,Renimakulapalle,SY-1313,14.937733,77.290004,4.89,Rainfed,Black Soil,Rabi,2025,Sunflower,Flowering,
AP_ANP_00313,Anuradha V,Anantapur,Uravakonda,Renimakulapalle,SY-1313,14.937733,77.290004,4.89,Rainfed,Clay Loam,Summer,2025,Vegetables,Vegetative,
AP_ANP_00314,Krishna Murthy,Anantapur,Tadipatri,Chukkalur,SY-1314,14.929266,78.036491,4.59,Borewell,Black Soil,Kharif,2025,Pearl Millet,Flowering,
AP_ANP_00314,Krishna Murthy,Anantapur,Tadipatri,Chukkalur,SY-1314,14.929266,78.036491,4.59,Canal,Clay Loam,Rabi,2025,Sorghum,Vegetative,
AP_ANP_00314,Krishna Murthy,Anantapur,Tadipatri,Chukkalur,SY-1314,14.929266,78.036491,4.59,Rainfed,Black Soil,Summer,2025,Sunflower,Flowering,
AP_ANP_00315,Padma Kumari,Anantapur,Kundurpi,B.Yaleru,SY-1315,14.292796,76.990997,7.81,Borewell,Red Sandy Loam,Kharif,2025,Paddy,Maturity,
AP_ANP_00315,Padma Kumari,Anantapur,Kundurpi,B.Yaleru,SY-1315,14.292796,76.990997,7.81,Rainfed,Red Sandy Loam,Rabi,2025,Maize,Flowering,
AP_ANP_00315,Padma Kumari,Anantapur,Kundurpi,B.Yaleru,SY-1315,14.292796,76.990997,7.81,Rainfed,Clay Loam,Summer,2025,Sunflower,Vegetative,
AP_ANP_00316,Srinivas Reddy,Anantapur,Kudair,Gotluru,SY-1316,14.711593,77.38185,3.33,Rainfed,Red Sandy Loam,Kharif,2025,Cotton,Maturity,
AP_ANP_00316,Srinivas Reddy,Anantapur,Kudair,Gotluru,SY-1316,14.711593,77.38185,3.33,Borewell,Red Sandy Loam,Rabi,2025,Sunflower,Flowering,
AP_ANP_00316,Srinivas Reddy,Anantapur,Kudair,Gotluru,SY-1316,14.711593,77.38185,3.33,Rainfed,Clay Loam,Summer,2025,Vegetables,Sowing,
AP_ANP_00317,Venkatesh Rao,Anantapur,Yellanur,Chilamakur,SY-1317,14.764672,78.007697,0.5,Borewell,Clay Loam,Kharif,2025,Foxtail Millet,Vegetative,
AP_ANP_00317,Venkatesh Rao,Anantapur,Yellanur,Chilamakur,SY-1317,14.764672,78.007697,0.5,Borewell,Red Sandy Loam,Rabi,2025,Bengal Gram,Vegetative,
AP_ANP_00317,Venkatesh Rao,Anantapur,Yellanur,Chilamakur,SY-1317,14.764672,78.007697,0.5,Rainfed,Red Loamy,Summer,2025,Groundnut,Sowing,
AP_ANP_00318,Lakshmi Reddy,Anantapur,Peddavaduguru,Kottapalli,SY-1318,15.042135,77.620577,2.73,Rainfed,Red Loamy,Kharif,2025,Pearl Millet,Maturity,
AP_ANP_00318,Lakshmi Reddy,Anantapur,Peddavaduguru,Kottapalli,SY-1318,15.042135,77.620577,2.73,Borewell,Red Loamy,Rabi,2025,Bengal Gram,Maturity,
AP_ANP_00318,Lakshmi Reddy,Anantapur,Peddavaduguru,Kottapalli,SY-1318,15.042135,77.620577,2.73,Rainfed,Red Loamy,Summer,2025,Groundnut,Sowing,
AP_ANP_00319,Suresh Naidu,Anantapur,Kambadur,Kambadur,SY-1319,14.350365,77.229711,2.72,Rainfed,Black Soil,Kharif,2025,Pearl Millet,Maturity,
AP_ANP_00319,Suresh Naidu,Anantapur,Kambadur,Kambadur,SY-1319,14.350365,77.229711,2.72,Rainfed,Clay Loam,Rabi,2025,Bengal Gram,Sowing,
AP_ANP_00319,Suresh Naidu,Anantapur,Kambadur,Kambadur,SY-1319,14.350365,77.229711,2.72,Rainfed,Black Soil,Summer,2025,Vegetables,Flowering,
AP_ANP_00320,Gopal Reddy,Anantapur,Yadiki,Nagarur,SY-1320,15.052079,77.902869,4.02,Borewell,Black Soil,Kharif,2025,Groundnut,Vegetative,
AP_ANP_00320,Gopal Reddy,Anantapur,Yadiki,Nagarur,SY-1320,15.052079,77.902869,4.02,Borewell,Clay Loam,Rabi,2025,Maize,Vegetative,
AP_ANP_00320,Gopal Reddy,Anantapur,Yadiki,Nagarur,SY-1320,15.052079,77.902869,4.02,Rainfed,Sandy Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00321,Bhavani S,Anantapur,Yadiki,Rayalacheruvu,SY-1321,15.061208,77.869069,5.92,Rainfed,Red Loamy,Kharif,2025,Cotton,Flowering,
AP_ANP_00321,Bhavani S,Anantapur,Yadiki,Rayalacheruvu,SY-1321,15.061208,77.869069,5.92,Rainfed,Red Loamy,Rabi,2025,Sorghum,Sowing,
AP_ANP_00321,Bhavani S,Anantapur,Yadiki,Rayalacheruvu,SY-1321,15.061208,77.869069,5.92,Borewell,Black Soil,Summer,2025,Sunflower,Flowering,
AP_ANP_00322,Ravi Teja,Anantapur,Guntakal,Nakaladasanapalli,SY-1322,15.191503,77.351411,4.75,Rainfed,Clay Loam,Kharif,2025,Paddy,Flowering,
AP_ANP_00322,Ravi Teja,Anantapur,Guntakal,Nakaladasanapalli,SY-1322,15.191503,77.351411,4.75,Rainfed,Red Loamy,Rabi,2025,Sorghum,Flowering,
AP_ANP_00322,Ravi Teja,Anantapur,Guntakal,Nakaladasanapalli,SY-1322,15.191503,77.351411,4.75,Borewell,Clay Loam,Summer,2025,Maize,Vegetative,
AP_ANP_00323,Narasimha Rao,Anantapur,Settur,Kailasam,SY-1323,14.467785,76.974832,2.0,Rainfed,Sandy Loam,Kharif,2025,Pearl Millet,Maturity,
AP_ANP_00323,Narasimha Rao,Anantapur,Settur,Kailasam,SY-1323,14.467785,76.974832,2.0,Borewell,Red Loamy,Rabi,2025,Groundnut,Sowing,
AP_ANP_00323,Narasimha Rao,Anantapur,Settur,Kailasam,SY-1323,14.467785,76.974832,2.0,Rainfed,Black Soil,Summer,2025,Maize,Maturity,
AP_ANP_00324,Anuradha V,Anantapur,Brahmasamudram,Brahmasamudram,SY-1324,14.552014,77.026745,4.09,Rainfed,Sandy Loam,Kharif,2025,Red Gram,Flowering,
AP_ANP_00324,Anuradha V,Anantapur,Brahmasamudram,Brahmasamudram,SY-1324,14.552014,77.026745,4.09,Borewell,Black Soil,Rabi,2025,Sorghum,Vegetative,
AP_ANP_00324,Anuradha V,Anantapur,Brahmasamudram,Brahmasamudram,SY-1324,14.552014,77.026745,4.09,Borewell,Sandy Loam,Summer,2025,Maize,Flowering,
AP_ANP_00325,Krishna Murthy,Anantapur,Singanamala,Singanamala,SY-1325,14.811151,77.722378,3.39,Rainfed,Black Soil,Kharif,2025,Cotton,Flowering,
AP_ANP_00325,Krishna Murthy,Anantapur,Singanamala,Singanamala,SY-1325,14.811151,77.722378,3.39,Rainfed,Clay Loam,Rabi,2025,Groundnut,Flowering,
AP_ANP_00325,Krishna Murthy,Anantapur,Singanamala,Singanamala,SY-1325,14.811151,77.722378,3.39,Rainfed,Sandy Loam,Summer,2025,Groundnut,Flowering,
AP_ANP_00326,Padma Kumari,Anantapur,Guntakal,Nakaladasanapalli,SY-1326,15.189161,77.421788,7.38,Borewell,Red Sandy Loam,Kharif,2025,Cotton,Sowing,
AP_ANP_00326,Padma Kumari,Anantapur,Guntakal,Nakaladasanapalli,SY-1326,15.189161,77.421788,7.38,Rainfed,Black Soil,Rabi,2025,Maize,Maturity,
AP_ANP_00326,Padma Kumari,Anantapur,Guntakal,Nakaladasanapalli,SY-1326,15.189161,77.421788,7.38,Rainfed,Red Sandy Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00327,Srinivas Reddy,Anantapur,Brahmasamudram,Muthanakuntla,SY-1327,14.482255,76.991078,1.75,Borewell,Sandy Loam,Kharif,2025,Foxtail Millet,Flowering,
AP_ANP_00327,Srinivas Reddy,Anantapur,Brahmasamudram,Muthanakuntla,SY-1327,14.482255,76.991078,1.75,Rainfed,Sandy Loam,Rabi,2025,Bengal Gram,Flowering,
AP_ANP_00327,Srinivas Reddy,Anantapur,Brahmasamudram,Muthanakuntla,SY-1327,14.482255,76.991078,1.75,Rainfed,Black Soil,Summer,2025,Sunflower,Maturity,
AP_ANP_00328,Venkatesh Rao,Anantapur,Tadipatri,Tadipatri,SY-1328,14.940957,78.036848,3.62,Rainfed,Clay Loam,Kharif,2025,Pearl Millet,Vegetative,
AP_ANP_00328,Venkatesh Rao,Anantapur,Tadipatri,Tadipatri,SY-1328,14.940957,78.036848,3.62,Rainfed,Black Soil,Rabi,2025,Bengal Gram,Vegetative,
AP_ANP_00328,Venkatesh Rao,Anantapur,Tadipatri,Tadipatri,SY-1328,14.940957,78.036848,3.62,Rainfed,Sandy Loam,Summer,2025,Vegetables,Sowing,
AP_ANP_00329,Lakshmi Reddy,Anantapur,Brahmasamudram,Kannepalli,SY-1329,14.5433,76.985218,5.58,Rainfed,Clay Loam,Kharif,2025,Paddy,Flowering,
AP_ANP_00329,Lakshmi Reddy,Anantapur,Brahmasamudram,Kannepalli,SY-1329,14.5433,76.985218,5.58,Rainfed,Red Sandy Loam,Rabi,2025,Sorghum,Flowering,
AP_ANP_00329,Lakshmi Reddy,Anantapur,Brahmasamudram,Kannepalli,SY-1329,14.5433,76.985218,5.58,Borewell,Sandy Loam,Summer,2025,Maize,Vegetative,
AP_ANP_00330,Venkat Ramaiah,Anantapur,Tadipatri,Tadipatri,SY-1330,14.937822,78.035279,5.23,Canal,Black Soil,Kharif,2025,Foxtail Millet,Vegetative,
AP_ANP_00330,Venkat Ramaiah,Anantapur,Tadipatri,Tadipatri,SY-1330,14.937822,78.035279,5.23,Borewell,Clay Loam,Rabi,2025,Maize,Maturity,
AP_ANP_00330,Venkat Ramaiah,Anantapur,Tadipatri,Tadipatri,SY-1330,14.937822,78.035279,5.23,Rainfed,Clay Loam,Summer,2025,Maize,Flowering,
AP_ANP_00331,Gopal Reddy,Anantapur,Kudair,Kammuru,SY-1331,14.721432,77.451525,7.18,Rainfed,Sandy Loam,Kharif,2025,Foxtail Millet,Vegetative,
AP_ANP_00331,Gopal Reddy,Anantapur,Kudair,Kammuru,SY-1331,14.721432,77.451525,7.18,Canal,Clay Loam,Rabi,2025,Maize,Maturity,
AP_ANP_00331,Gopal Reddy,Anantapur,Kudair,Kammuru,SY-1331,14.721432,77.451525,7.18,Rainfed,Clay Loam,Summer,2025,Maize,Flowering,
AP_ANP_00332,Bhavani S,Anantapur,Putlur,Arakatavemula,SY-1332,14.828321,77.946496,7.94,Rainfed,Black Soil,Kharif,2025,Groundnut,Maturity,
AP_ANP_00332,Bhavani S,Anantapur,Putlur,Arakatavemula,SY-1332,14.828321,77.946496,7.94,Borewell,Sandy Loam,Rabi,2025,Sunflower,Flowering,
AP_ANP_00332,Bhavani S,Anantapur,Putlur,Arakatavemula,SY-1332,14.828321,77.946496,7.94,Rainfed,Red Sandy Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00333,Ravi Teja,Anantapur,Vidapanakal,Havalege,SY-1333,15.009043,77.257812,6.07,Rainfed,Red Loamy,Kharif,2025,Foxtail Millet,Maturity,
AP_ANP_00333,Ravi Teja,Anantapur,Vidapanakal,Havalege,SY-1333,15.009043,77.257812,6.07,Borewell,Black Soil,Rabi,2025,Maize,Sowing,
AP_ANP_00333,Ravi Teja,Anantapur,Vidapanakal,Havalege,SY-1333,15.009043,77.257812,6.07,Rainfed,Sandy Loam,Summer,2025,Groundnut,Vegetative,
AP_ANP_00334,Narasimha Rao,Anantapur,Raptadu,Raptadu,SY-1334,14.611264,77.636592,2.88,Rainfed,Red Sandy Loam,Kharif,2025,Cotton,Maturity,
AP_ANP_00334,Narasimha Rao,Anantapur,Raptadu,Raptadu,SY-1334,14.611264,77.636592,2.88,Rainfed,Red Loamy,Rabi,2025,Bengal Gram,Vegetative,
AP_ANP_00334,Narasimha Rao,Anantapur,Raptadu,Raptadu,SY-1334,14.611264,77.636592,2.88,Rainfed,Red Sandy Loam,Summer,2025,Groundnut,Sowing,
AP_ANP_00335,Anuradha V,Anantapur,Bommanahal,Bommanahal,SY-1335,15.025296,76.970633,1.46,Rainfed,Black Soil,Kharif,2025,Paddy,Vegetative,
AP_ANP_00335,Anuradha V,Anantapur,Bommanahal,Bommanahal,SY-1335,15.025296,76.970633,1.46,Rainfed,Sandy Loam,Rabi,2025,Bengal Gram,Flowering,
AP_ANP_00335,Anuradha V,Anantapur,Bommanahal,Bommanahal,SY-1335,15.025296,76.970633,1.46,Borewell,Red Sandy Loam,Summer,2025,Sunflower,Sowing,
AP_ANP_00336,Krishna Murthy,Anantapur,Atmakur,Yatakal,SY-1336,14.600419,77.385191,2.87,Borewell,Black Soil,Kharif,2025,Paddy,Sowing,
AP_ANP_00336,Krishna Murthy,Anantapur,Atmakur,Yatakal,SY-1336,14.600419,77.385191,2.87,Rainfed,Red Loamy,Rabi,2025,Sunflower,Flowering,
AP_ANP_00336,Krishna Murthy,Anantapur,Atmakur,Yatakal,SY-1336,14.600419,77.385191,2.87,Rainfed,Clay Loam,Summer,2025,Groundnut,Maturity,
AP_ANP_00337,Padma Kumari,Anantapur,Putlur,Putlur,SY-1337,14.839545,77.908157,3.7,Rainfed,Red Loamy,Kharif,2025,Groundnut,Vegetative,
AP_ANP_00337,Padma Kumari,Anantapur,Putlur,Putlur,SY-1337,14.839545,77.908157,3.7,Rainfed,Clay Loam,Rabi,2025,Bengal Gram,Maturity,
